path,gender,number
train/0cec85daff.wav,female,565210.0
train/f7e515dc8c.wav,female,939551.0
train/edbf9c7c97.wav,female,771948.0
train/7f08138fa0.wav,female,472010.0
train/9772a29d53.wav,female,688240.0
train/cb467dfb0e.wav,female,325507.0
train/11f350dfba.wav,female,303833.0
train/b6d0dd80b5.wav,female,23477.0
train/fadc105e73.wav,male,201632.0
train/3d6e772df6.wav,male,313644.0
train/38dc558042.wav,male,214242.0
train/600c11688a.wav,female,757400.0
train/75cadf12dc.wav,female,840348.0
train/6e264b0b88.wav,female,839472.0
train/553a6bbf30.wav,female,594761.0
train/c422a3ad6c.wav,female,717488.0
train/eb589f23da.wav,female,157467.0
train/c305b0cd1b.wav,female,447380.0
train/59d1360eb9.wav,female,391898.0
train/ff47ad530c.wav,female,255438.0
train/bfbb3f396c.wav,male,300454.0
train/27628556ac.wav,female,776723.0
train/2ccf2a7034.wav,female,854086.0
train/9ef3996cb6.wav,male,523656.0
train/610f1dfbce.wav,female,550034.0
train/d32b0f432b.wav,male,333985.0
train/9f85ba8a4b.wav,female,971734.0
train/ac1696695e.wav,male,228838.0
train/1a7ca76132.wav,female,626173.0
train/2a470192e8.wav,male,530683.0
train/7141956ef9.wav,female,486447.0
train/3b56075770.wav,female,68694.0
train/804c3f7464.wav,male,642296.0
train/6750af9fa1.wav,female,676433.0
train/5d563d389c.wav,female,638739.0
train/e2a310836a.wav,male,10387.0
train/2e4341c077.wav,female,171187.0
train/a268b01ffc.wav,male,124043.0
train/eced05da95.wav,female,237778.0
train/725d35627f.wav,female,518736.0
train/ca7775cf3f.wav,female,592630.0
train/6bca75d502.wav,female,508461.0
train/7dc6e00b3b.wav,male,146617.0
train/84c7c12813.wav,male,209838.0
train/ff34c41ed5.wav,female,763407.0
train/c0b29ecee8.wav,male,428415.0
train/d70e1d8f4e.wav,female,216352.0
train/1aed0a6243.wav,female,453876.0
train/88d3e2b29a.wav,female,809742.0
train/3bd9bceed0.wav,female,832163.0
train/5011041f2a.wav,female,848454.0
train/dccfe8c23d.wav,female,714529.0
train/3abbd8370a.wav,female,198650.0
train/911e282a6b.wav,female,262787.0
train/68dee0989a.wav,male,736413.0
train/2cb071a16b.wav,male,32219.0
train/98ab5988b4.wav,male,337681.0
train/fe368d1e9e.wav,female,472408.0
train/80b0864291.wav,male,605820.0
train/eab30a72ab.wav,female,316698.0
train/856fbde919.wav,female,266233.0
train/c4476a470a.wav,male,366482.0
train/2e2eaef304.wav,female,866735.0
train/83b5622f53.wav,male,104541.0
train/b77d6dce0c.wav,male,472741.0
train/86175dc93f.wav,female,308921.0
train/94d6e9525b.wav,female,703068.0
train/278197d2fe.wav,female,199960.0
train/7123e694d3.wav,male,8877.0
train/7cd5a91a37.wav,male,138036.0
train/f7fdd757a7.wav,male,743826.0
train/1faf8b641b.wav,male,423337.0
train/9d87d460aa.wav,female,201250.0
train/75e684ac81.wav,male,920509.0
train/28985bf22b.wav,female,971605.0
train/b1ab39e8aa.wav,female,970112.0
train/1781279c50.wav,female,612812.0
train/77ab0159f9.wav,female,208749.0
train/55e1584dbd.wav,male,449524.0
train/36ebdf5372.wav,male,667650.0
train/755cbc09e8.wav,female,413070.0
train/c34d4c3d66.wav,female,404937.0
train/f529ac4682.wav,female,207830.0
train/a0a07dad4c.wav,female,960149.0
train/fe95a08567.wav,male,514423.0
train/7b05bb50fd.wav,male,560686.0
train/f41e565784.wav,female,241326.0
train/ca66e54460.wav,male,455391.0
train/e17c3b8b1f.wav,female,49908.0
train/2518ef1d2e.wav,male,814028.0
train/c9dd3f1b02.wav,male,771012.0
train/08713fa002.wav,male,955995.0
train/0b44cf447c.wav,male,901021.0
train/619d45ca74.wav,female,389584.0
train/6b8f829be6.wav,male,708731.0
train/8728135c99.wav,male,628255.0
train/99dee92960.wav,female,286199.0
train/074755158b.wav,female,620967.0
train/2dc3180ab5.wav,male,262983.0
train/584c6afcb7.wav,female,227882.0
train/cb04d2e119.wav,female,91116.0
train/45ce904e00.wav,female,467838.0
train/3939c4420d.wav,female,947883.0
train/762eb77280.wav,female,745799.0
train/f27b3c177b.wav,female,855168.0
train/38ef5e6368.wav,female,740889.0
train/b51dbe00a0.wav,female,675191.0
train/dfe65c08ff.wav,female,58026.0
train/bd28d6ea19.wav,female,315831.0
train/4565a44ced.wav,female,731087.0
train/e06aab1086.wav,male,273343.0
train/c8765310f3.wav,female,431922.0
train/25acdfc151.wav,female,958746.0
train/5005e0982f.wav,female,352120.0
train/4f735daa8e.wav,female,596487.0
train/e3506d6c28.wav,female,349985.0
train/d29047655c.wav,male,104149.0
train/77f3288b8d.wav,female,672526.0
train/c3e7198002.wav,male,750964.0
train/f3995783ad.wav,female,245388.0
train/2a63cf4cce.wav,male,743553.0
train/c5e12b61fa.wav,male,551637.0
train/b955606418.wav,male,833346.0
train/b4b5bd1b68.wav,male,804853.0
train/518b73090b.wav,female,215625.0
train/78ed208dfc.wav,female,841277.0
train/889e6fd3d4.wav,female,601036.0
train/a8f80bff33.wav,female,956421.0
train/6bae0a19cd.wav,male,285366.0
train/3de7f7514d.wav,female,606559.0
train/8931647c0d.wav,female,556040.0
train/b05ad29d50.wav,female,19875.0
train/7f832d6c2b.wav,female,487528.0
train/a0d84a9854.wav,male,360192.0
train/95e15b2cd1.wav,female,916599.0
train/add693c027.wav,male,351116.0
train/a05985babd.wav,male,119993.0
train/6d70eb6eec.wav,male,369216.0
train/ed8450e922.wav,male,222078.0
train/deb168c7ba.wav,female,882286.0
train/2c958eb127.wav,female,806264.0
train/ec4f1a77bc.wav,male,369433.0
train/cf9a79dc31.wav,male,549908.0
train/ab7c31d89c.wav,female,88216.0
train/84e4b2fa17.wav,female,515839.0
train/0ee35ea294.wav,male,865269.0
train/6baea4f375.wav,male,306398.0
train/f218390305.wav,female,703383.0
train/cfdc393aef.wav,female,428535.0
train/9cc73bfeaf.wav,male,973195.0
train/da055611c6.wav,female,900071.0
train/ebeff5ad3d.wav,female,773398.0
train/bd59141d5a.wav,female,863667.0
train/ce1e2d9acd.wav,female,419055.0
train/8070408a2b.wav,female,440590.0
train/a1dc068b25.wav,female,176594.0
train/6bd8352fb3.wav,female,133137.0
train/a956a07793.wav,male,866245.0
train/d60ec4c0fa.wav,female,546994.0
train/ed0187f3f0.wav,male,851159.0
train/35a41b3b05.wav,female,902160.0
train/067612502f.wav,male,287507.0
train/9ea746ba7d.wav,female,615662.0
train/b1b0731f39.wav,female,175679.0
train/65b7a6694b.wav,female,890788.0
train/83d76307db.wav,female,877159.0
train/a5079cb7a5.wav,female,479157.0
train/6e940932e7.wav,male,412522.0
train/e39cabb469.wav,female,666745.0
train/5ab6f17a82.wav,female,762126.0
train/a5a945c5b6.wav,male,755768.0
train/878612d4cd.wav,male,463220.0
train/65ac0f7d98.wav,female,163442.0
train/553bdb32a7.wav,female,495777.0
train/ad7a5bbf4f.wav,female,952293.0
train/67879ac2db.wav,male,963598.0
train/76a5bcd3b0.wav,female,686696.0
train/55a8ea68eb.wav,male,646029.0
train/017f99525d.wav,female,457448.0
train/054b9518af.wav,male,398921.0
train/607d97013d.wav,female,739210.0
train/9e8515949d.wav,female,890556.0
train/116ae38a06.wav,female,306905.0
train/1aef9796f9.wav,female,134040.0
train/87685c9fc9.wav,female,37463.0
train/77d23b396e.wav,female,16929.0
train/cbc546e3f5.wav,female,816214.0
train/262491fca8.wav,female,136867.0
train/5e55513c1f.wav,female,735404.0
train/3d2eff9679.wav,male,322081.0
train/daa222a907.wav,female,361934.0
train/6cd4ed122d.wav,male,875229.0
train/e367c38815.wav,female,212944.0
train/833eec9267.wav,female,943481.0
train/b27b01751e.wav,male,690899.0
train/fb2e5ac775.wav,female,135197.0
train/789a7d2314.wav,female,57302.0
train/2dd41552d8.wav,male,47400.0
train/6ab4969b7b.wav,female,734013.0
train/eaeae195d9.wav,male,675463.0
train/e8efc0c93b.wav,male,828797.0
train/d31bfd841b.wav,female,337215.0
train/6a46e6f5f9.wav,female,640525.0
train/0f9c6e1ec9.wav,male,279192.0
train/85f00da409.wav,female,968993.0
train/fc97e0dcdf.wav,female,675024.0
train/3e2d7cca59.wav,male,57453.0
train/8ce03ff54b.wav,female,867851.0
train/01b9962944.wav,female,357040.0
train/b232f645f7.wav,female,604246.0
train/65304ecfba.wav,female,563233.0
train/c4034b138a.wav,female,466919.0
train/b0efb460aa.wav,male,77556.0
train/a30b388d28.wav,male,849892.0
train/85edd9f903.wav,male,383359.0
train/a1e4d4d272.wav,male,376675.0
train/c345dbcaca.wav,female,311649.0
train/74f2b48b4c.wav,female,53583.0
train/92b9391822.wav,female,379038.0
train/eb5374bb30.wav,male,908762.0
train/a86346c815.wav,female,109610.0
train/54d3f4be73.wav,female,238321.0
train/a7595cf546.wav,male,552298.0
train/4e80b28438.wav,female,966601.0
train/e66a8ed1ff.wav,female,418202.0
train/1f16eb0aa9.wav,female,84838.0
train/fae2ca7951.wav,female,381829.0
train/2df86493e8.wav,female,406950.0
train/e338beacdd.wav,female,725843.0
train/4d993d3949.wav,male,279458.0
train/11f2392793.wav,female,667929.0
train/7280f75567.wav,female,223536.0
train/5713c6dd0b.wav,female,296892.0
train/7eacf08651.wav,female,638326.0
train/e1f19e71a2.wav,female,379540.0
train/0252f21c2c.wav,female,328008.0
train/ae30a8a354.wav,female,631132.0
train/872b2e8819.wav,female,508067.0
train/a3fc21360b.wav,female,268124.0
train/a6149bfccb.wav,male,869013.0
train/e49db78e53.wav,male,443075.0
train/1dacfa9fbd.wav,female,493088.0
train/ac20ec30a1.wav,female,267970.0
train/b615f07ebc.wav,female,280690.0
train/197ab13aa1.wav,female,218339.0
train/6b4fb3081f.wav,male,839831.0
train/bc31265d89.wav,male,989409.0
train/34492101d1.wav,female,999798.0
train/490303e5dd.wav,female,807881.0
train/9c805c8fa6.wav,male,849285.0
train/c9a5fc93f1.wav,female,174301.0
train/02ce17f311.wav,female,968621.0
train/0dc751d528.wav,male,88659.0
train/c29bd4d742.wav,male,255170.0
train/8a6b857a06.wav,female,120781.0
train/a85a0fcbdf.wav,female,716902.0
train/867a6d683e.wav,male,572111.0
train/133cfd804c.wav,female,31056.0
train/956d32df30.wav,female,42111.0
train/c0d4fc73f5.wav,female,930967.0
train/1189dd6bc0.wav,female,304040.0
train/b363180800.wav,female,693203.0
train/c1ad431d08.wav,female,159099.0
train/53fa5c855e.wav,male,64513.0
train/6b2d8f1bf4.wav,male,607881.0
train/5191d7aaea.wav,female,775432.0
train/d5f0404646.wav,male,610598.0
train/d455e0fc5f.wav,male,823419.0
train/bfc89b732a.wav,female,487941.0
train/835212158a.wav,male,936927.0
train/f7f367702f.wav,male,44100.0
train/aa3dd82ee5.wav,male,611393.0
train/98b6e230d2.wav,female,215367.0
train/dd5cbe9469.wav,male,603526.0
train/4e63996bb6.wav,female,661139.0
train/3895c616cf.wav,female,117232.0
train/34f7c7ae96.wav,male,623291.0
train/380e338cb1.wav,female,869312.0
train/e003c14c06.wav,female,464796.0
train/63346679a9.wav,female,517600.0
train/14c7920885.wav,male,556661.0
train/b90751da6b.wav,female,641116.0
train/b5fe9f2deb.wav,male,169544.0
train/cef20383e1.wav,female,819789.0
train/a4c20914cf.wav,male,714113.0
train/afb1947359.wav,male,560912.0
train/ac2962a16f.wav,female,393426.0
train/a407b8461c.wav,female,984168.0
train/b0b6c675f0.wav,female,897598.0
train/094f5ed3bb.wav,male,869117.0
train/27ecb3a133.wav,female,582617.0
train/9662eaa44b.wav,female,991499.0
train/ae2dab4d7f.wav,female,5364.0
train/2acd9902a2.wav,female,553891.0
train/46c2187d89.wav,female,679666.0
train/64c380e795.wav,male,122674.0
train/b9d633111e.wav,male,638341.0
train/55fe1f56aa.wav,female,444549.0
train/e63e6fac6c.wav,female,815991.0
train/184df1c69a.wav,female,957651.0
train/c5f4ef4949.wav,female,977259.0
train/197d1e0e73.wav,female,706572.0
train/62ac61f2a9.wav,male,171203.0
train/bb1f8b0496.wav,female,674947.0
train/7770da0c33.wav,male,382876.0
train/1ca8365fe5.wav,male,578145.0
train/e059f52c2d.wav,female,322147.0
train/03a4fea42a.wav,female,474540.0
train/7559ede5b4.wav,male,838930.0
train/b3d12ec860.wav,male,951659.0
train/30bbe9ab82.wav,male,631316.0
train/a6af0a7d24.wav,female,370702.0
train/7433cf5b84.wav,male,408275.0
train/8b5cefe925.wav,female,520027.0
train/72164f6568.wav,female,968307.0
train/346f62f318.wav,female,182971.0
train/d0be23395a.wav,male,30283.0
train/3660455f74.wav,female,297849.0
train/987600acef.wav,male,682773.0
train/ffaf328856.wav,female,879425.0
train/09dadc8abd.wav,female,510067.0
train/05645473dc.wav,male,858831.0
train/13c43d64a5.wav,female,451999.0
train/85376faab8.wav,male,705734.0
train/abef5e0644.wav,female,65434.0
train/cdbede9d0d.wav,female,635698.0
train/aa1acc5e52.wav,male,757828.0
train/02282619d4.wav,female,674675.0
train/5507b9efdb.wav,female,604258.0
train/b1c719c9c8.wav,female,593237.0
train/3da89d650f.wav,female,598152.0
train/caeb548866.wav,female,516541.0
train/8a2e6629ea.wav,male,200294.0
train/e592a20392.wav,male,685650.0
train/e35cca72cf.wav,female,987314.0
train/6d81106949.wav,female,474059.0
train/8f543ed39f.wav,male,66301.0
train/200b1fe8b3.wav,female,325114.0
train/ef11c5363c.wav,male,641056.0
train/18c36334d5.wav,female,566501.0
train/9b17d1d7f1.wav,male,124138.0
train/5af67a8091.wav,male,431715.0
train/782a56721c.wav,male,384310.0
train/5475dda131.wav,female,134662.0
train/97e5fed68d.wav,male,791038.0
train/f2097310dc.wav,female,46404.0
train/fe36cb53c6.wav,female,309631.0
train/cb2af505ca.wav,female,397436.0
train/e82d1d730c.wav,male,774914.0
train/f1457f890b.wav,female,140159.0
train/3b6437abad.wav,female,840073.0
train/5c533c0eca.wav,male,395263.0
train/eede4acb65.wav,female,75251.0
train/ac41189192.wav,male,643581.0
train/e0a269d05f.wav,male,246075.0
train/56cfee1707.wav,male,189533.0
train/9a5c8286a5.wav,female,336226.0
train/44719edb58.wav,male,476501.0
train/7e29d8021d.wav,female,46381.0
train/937e2cd19c.wav,female,784975.0
train/d876d43468.wav,female,617167.0
train/da621c81d5.wav,female,942574.0
train/a026056303.wav,male,259032.0
train/ed751d3d46.wav,female,136582.0
train/77175745a8.wav,female,589946.0
train/7ccbbbab6d.wav,male,502680.0
train/53fe9d70d5.wav,female,164802.0
train/f59fc6d077.wav,female,164427.0
train/b2744fa985.wav,female,111296.0
train/3abf223581.wav,male,303431.0
train/2c1e4addc8.wav,female,79879.0
train/ff56b5ca37.wav,female,26547.0
train/ad9725ef85.wav,female,964961.0
train/bc604e74cd.wav,female,233064.0
train/60b549eed9.wav,male,836710.0
train/3ab74560db.wav,male,350201.0
train/5b02b5dce4.wav,female,229142.0
train/1f5f0d5946.wav,female,454781.0
train/a5f7335f42.wav,female,200661.0
train/c2e9494da8.wav,female,176124.0
train/49eb074dee.wav,female,737209.0
train/be2cc59211.wav,female,460511.0
train/d348749392.wav,female,468141.0
train/ab6bdcc672.wav,male,272477.0
train/1baeff4168.wav,female,202788.0
train/ea1911400d.wav,female,448920.0
train/ca97748848.wav,female,854461.0
train/f00774f3b8.wav,female,14118.0
train/cf5f374e55.wav,female,225853.0
train/f60835f3ab.wav,female,25821.0
train/ac37a6acb7.wav,female,992529.0
train/7256913f03.wav,male,26972.0
train/3740cf89e4.wav,male,460196.0
train/4c46cbd876.wav,female,907019.0
train/b21ec9b7f9.wav,male,229397.0
train/70abc7fc59.wav,female,25732.0
train/87229cf2e1.wav,female,462088.0
train/53b258bca1.wav,female,772583.0
train/3119209e6d.wav,female,364763.0
train/e694e131a6.wav,male,862775.0
train/ac6aa07661.wav,male,975365.0
train/b0a04891d1.wav,male,437894.0
train/2f4c718f16.wav,female,194781.0
train/4045b4dae4.wav,male,998068.0
train/44b5f1c791.wav,female,599235.0
train/7abe78e99f.wav,female,384940.0
train/6fa83babbe.wav,female,869199.0
train/68387cf3b1.wav,male,727369.0
train/b33551f773.wav,female,191601.0
train/97dbd1ee36.wav,male,133936.0
train/f07abb7d15.wav,male,952981.0
train/2f8ed0861d.wav,male,377794.0
train/503af951d1.wav,male,198748.0
train/2c04eebbb2.wav,male,59811.0
train/6669510dc7.wav,female,917853.0
train/0feaf6546f.wav,female,581089.0
train/9d90d2d23c.wav,female,91712.0
train/92f58e8d06.wav,female,393523.0
train/08769f7f20.wav,female,566122.0
train/e7ea7b8a2f.wav,female,150817.0
train/a8360dbfac.wav,female,991608.0
train/bc8d7effe9.wav,female,604780.0
train/b61c47528e.wav,male,894327.0
train/f7893c62b5.wav,male,943795.0
train/02693abf26.wav,female,332914.0
train/5f96e96826.wav,female,569515.0
train/37ad04cc63.wav,male,317525.0
train/28bf8b1fd3.wav,male,369936.0
train/63d238e0e2.wav,female,159767.0
train/b3f3596c89.wav,male,353740.0
train/24f2afc8dd.wav,male,224285.0
train/c634caf9d9.wav,male,547333.0
train/4b95510d6e.wav,male,481316.0
train/22ba0a7c1a.wav,female,379771.0
train/5d173e97dd.wav,female,771814.0
train/57e492e788.wav,female,39369.0
train/32b4b537b1.wav,male,877032.0
train/9ebce69810.wav,female,746102.0
train/d7da4d4e62.wav,male,783967.0
train/270d05389e.wav,male,458073.0
train/daf84caec6.wav,male,451074.0
train/db4f736455.wav,female,693105.0
train/f5445cba26.wav,male,399851.0
train/80e584bf0a.wav,male,51675.0
train/816eef75f0.wav,male,627876.0
train/1d6bebfb2d.wav,female,539685.0
train/6e73145ea8.wav,female,873812.0
train/ce9f1ac14e.wav,female,971772.0
train/183a370e3f.wav,female,865417.0
train/c5f98e773f.wav,female,466466.0
train/8fa17bd971.wav,female,327626.0
train/b7c5e4ed3c.wav,female,176626.0
train/30f5f18f98.wav,female,655166.0
train/45974682ce.wav,female,68969.0
train/70cd7ebe81.wav,male,612477.0
train/1eed3983e7.wav,male,798831.0
train/ed83789ce0.wav,male,463747.0
train/631c8534ad.wav,female,55386.0
train/acc8fca10d.wav,female,706011.0
train/cdd6b4a27c.wav,female,358320.0
train/cc398eecaf.wav,male,282593.0
train/256d150858.wav,male,247094.0
train/40025374e9.wav,female,30386.0
train/54bdc25a5b.wav,female,643882.0
train/446e323678.wav,female,335423.0
train/04e7c04d79.wav,female,118673.0
train/0b6aa14d9d.wav,male,447629.0
train/031e7a5976.wav,female,308073.0
train/7a5d2e0480.wav,female,594305.0
train/3d4ea961b6.wav,female,196988.0
train/387c40b207.wav,female,185474.0
train/d9009b42fd.wav,male,326185.0
train/03e8af66d8.wav,male,866007.0
train/8d6741b3a7.wav,female,419671.0
train/a23f2b9f40.wav,female,277523.0
train/512f019f19.wav,female,818214.0
train/bd68cb9eea.wav,female,327991.0
train/eb5772c587.wav,female,854755.0
train/b5dadff2c4.wav,female,740767.0
train/754cc743d7.wav,female,326496.0
train/31bd3430b2.wav,male,541280.0
train/390f5351b7.wav,female,550378.0
train/53c7605b2e.wav,female,310192.0
train/27d72916df.wav,female,442787.0
train/f854a75ef0.wav,female,978859.0
train/054dd13925.wav,female,571724.0
train/3c218c29ac.wav,male,257537.0
train/c76371dbb0.wav,male,460175.0
train/a036a23f69.wav,female,199884.0
train/8269ae6b22.wav,male,626081.0
train/bbe1be7a8a.wav,female,171468.0
train/028265e144.wav,male,970950.0
train/547963deea.wav,female,568542.0
train/65acdc24ad.wav,female,799606.0
train/e9cf892093.wav,female,42335.0
train/e582effd55.wav,male,295609.0
train/db79fc14f5.wav,female,939181.0
train/83e5c39779.wav,male,681445.0
train/c931e3b433.wav,female,778042.0
train/a95ccd2621.wav,female,570430.0
train/fe6f0a13c9.wav,male,744572.0
train/1f02329538.wav,female,125568.0
train/17f0ef0757.wav,male,604810.0
train/4ac51a3d84.wav,female,12275.0
train/27bf90a49a.wav,female,387027.0
train/671a012fcb.wav,male,925867.0
train/8805a11893.wav,female,161683.0
train/1bc2f095a5.wav,male,887329.0
train/36e060f9c0.wav,female,430810.0
train/716b9f6363.wav,male,39364.0
train/45142e1e58.wav,male,905936.0
train/06b26a3bd6.wav,male,421555.0
train/d6ed3bf360.wav,male,398462.0
train/591dceff39.wav,female,937705.0
train/751a536516.wav,male,372690.0
train/eafa05e4bd.wav,female,727360.0
train/e8d24c749e.wav,female,727682.0
train/4c6cc1b07b.wav,female,52047.0
train/8837684ea2.wav,female,602276.0
train/da1b058752.wav,male,418269.0
train/c7da136b20.wav,male,466486.0
train/6e9b402536.wav,male,810739.0
train/a21f3d792c.wav,female,299279.0
train/ab8bd6f8d1.wav,male,281307.0
train/60aecc4b24.wav,female,554128.0
train/3ec32c3f76.wav,male,193102.0
train/8fff7d58db.wav,female,174472.0
train/1a0123f915.wav,female,535150.0
train/be92369c7a.wav,female,651435.0
train/297a2f61e4.wav,female,408257.0
train/57c921fdb5.wav,male,123668.0
train/9f0811aeb4.wav,male,669737.0
train/3ee47d2951.wav,female,176506.0
train/d790542131.wav,female,454718.0
train/f482799b04.wav,female,733303.0
train/babae01f7b.wav,female,348277.0
train/7b7dec5578.wav,female,753167.0
train/801651b0f6.wav,female,418592.0
train/8f8f80b882.wav,female,358807.0
train/5cbcf97d4a.wav,female,4159.0
train/86f0a0de24.wav,female,894409.0
train/a768aeaeda.wav,female,231427.0
train/af0b86953a.wav,male,672384.0
train/8704aa78ed.wav,female,781605.0
train/9e1f0ff450.wav,female,629494.0
train/81c7062046.wav,male,881775.0
train/95d28a9444.wav,female,579393.0
train/9e4f6bd217.wav,female,701014.0
train/510616b2e8.wav,female,847815.0
train/094d9c3296.wav,female,46638.0
train/1ead3d6afc.wav,male,409161.0
train/047aa28804.wav,female,876173.0
train/e7b92adc62.wav,male,774787.0
train/25b7023252.wav,female,633141.0
train/7e100bf902.wav,female,399284.0
train/e4fed43b5a.wav,female,553326.0
train/b9eb633966.wav,female,57699.0
train/f3c53df5f7.wav,male,688784.0
train/54281b7f1b.wav,female,544607.0
train/ef31946245.wav,female,469645.0
train/36286d81d7.wav,male,383948.0
train/ff1451eff5.wav,female,285478.0
train/a47e26369c.wav,female,862919.0
train/d21fb2aaf9.wav,male,903218.0
train/4dc4463afa.wav,male,736753.0
train/d7627ccfe6.wav,male,304380.0
train/caed14014d.wav,female,13083.0
train/32338c8af8.wav,male,528156.0
train/21df08a108.wav,male,224393.0
train/3ae375b844.wav,female,915867.0
train/c2eb7b1e55.wav,female,512156.0
train/e010119eff.wav,female,620669.0
train/acfa7ae251.wav,female,342742.0
train/8ed10fa589.wav,female,303505.0
train/34aa8ba644.wav,female,527947.0
train/d42e393bde.wav,female,169987.0
train/663cd31ae2.wav,female,504002.0
train/217f2276d5.wav,female,692390.0
train/852396950f.wav,male,771594.0
train/de40515771.wav,female,219825.0
train/ba2ac7f979.wav,male,692296.0
train/6f26702d2f.wav,female,291601.0
train/648686e516.wav,female,561622.0
train/f872f09e54.wav,female,464850.0
train/a919fc6681.wav,female,900789.0
train/565c041b1f.wav,female,822814.0
train/dba21dd9eb.wav,male,741504.0
train/bb62a5d5b0.wav,male,463688.0
train/01e97ad207.wav,male,344676.0
train/6c4acf80f5.wav,female,597642.0
train/7a4233952d.wav,female,433669.0
train/6fc10f4e02.wav,male,81587.0
train/3461954c04.wav,female,389124.0
train/f569735a00.wav,female,123174.0
train/64e889a010.wav,female,737876.0
train/10fb0bc8c4.wav,female,158708.0
train/951818e2d8.wav,female,663774.0
train/edfe76ccb5.wav,female,365430.0
train/f688ae2620.wav,male,897689.0
train/f1b49fbeda.wav,male,958179.0
train/67f4a765b8.wav,female,297824.0
train/350238efba.wav,female,31305.0
train/cf2e0f7152.wav,female,728911.0
train/3b9474be20.wav,male,940583.0
train/e512034c60.wav,female,184667.0
